receiptNumber,totalAmount,paymentMethod,status,createdAt,customerId,cashierId,items.0.productId,items.0.batchNumber,items.0.quantity,items.0.price,items.0.costPrice,items.1.productId,items.1.batchNumber,items.1.quantity,items.1.price,items.1.costPrice,items.2.productId,items.2.batchNumber,items.2.quantity,items.2.price,items.2.costPrice,items.3.productId,items.3.batchNumber,items.3.quantity,items.3.price,items.3.costPrice,items.4.productId,items.4.batchNumber,items.4.quantity,items.4.price,items.4.costPrice
REC-20250506-1080,612.55,Online,completed,2025-05-06T03:24:50.396Z,69f6f37778e1596ba7c95e07,PLACEHOLDER_CASHIER_ID,bc5d8acde08251c8952b5bee,B20267418,1,612.55,490.04,,,,,,,,,,,,,,,,,,,,
REC-20250506-1081,2303.30,Cash,completed,2025-05-06T08:34:00.396Z,69f6f37778e1596ba7c95e29,PLACEHOLDER_CASHIER_ID,6cc291406970c9cec14f1c23,B20262705,3,460.66,368.53,6cc291406970c9cec14f1c23,B20262705,2,460.66,368.53,,,,,,,,,,,,,,,
REC-20250506-1082,1279.26,Cash,completed,2025-05-06T09:23:03.396Z,69f6f37778e1596ba7c95e15,PLACEHOLDER_CASHIER_ID,40195178dfb430c5b44a7e6a,B20265805,3,377.6,302.08,f322a3a4c783019c5537b1ee,B20269549,1,146.46,117.17,,,,,,,,,,,,,,,
REC-20250506-1083,1804.31,Cash,completed,2025-05-06T12:00:37.396Z,69f6f37778e1596ba7c95e17,PLACEHOLDER_CASHIER_ID,3add7aa6255c2eab4709b169,B20264879,2,258.23,206.58,82b588bca468babb2768aeab,B20264605,1,481.81,385.45,3172d058628bf662d0641c2e,B20266879,1,393.63,314.9,c67eef88155269b4b864dbfb,B20264182,3,137.47,109.98,,,,,
REC-20250506-1084,1385.25,Card,completed,2025-05-06T14:40:04.396Z,,PLACEHOLDER_CASHIER_ID,efa172e8efce41614eff5f1c,B20267119,1,318.36,254.69,ee0beab30c8bb73e1a629812,B20268641,1,621.38,497.1,b0d1cd9d707b5af19cb60063,B20265386,1,445.51,356.41,,,,,,,,,,
REC-20250506-1085,1771.56,Online,completed,2025-05-06T07:30:02.396Z,69f6f37778e1596ba7c95e03,PLACEHOLDER_CASHIER_ID,b1231e732af7ca155691bbb3,B20269855,3,145.01,116.01,b0d1cd9d707b5af19cb60063,B20265386,3,445.51,356.41,,,,,,,,,,,,,,,
REC-20250506-1086,4852.35,Cash,completed,2025-05-06T06:25:14.396Z,,PLACEHOLDER_CASHIER_ID,199c0805ce11886585b4af5a,B20262768,2,184.63,147.7,0b1774a50351c54532cd7117,B20268107,3,618.66,494.93,199c0805ce11886585b4af5a,B20262768,2,184.63,147.7,6cc291406970c9cec14f1c23,B20262705,2,460.66,368.53,b0d1cd9d707b5af19cb60063,B20265386,3,445.51,356.41
REC-20250506-1087,930.52,Online,completed,2025-05-06T10:41:30.396Z,69f6f37778e1596ba7c95e0e,PLACEHOLDER_CASHIER_ID,dfdd772e3807e40a2a79cf0f,B20269881,2,195.94,156.75,b1231e732af7ca155691bbb3,B20269855,1,145.01,116.01,3172d058628bf662d0641c2e,B20266879,1,393.63,314.9,,,,,,,,,,
REC-20250506-1088,1117.04,Online,completed,2025-05-06T14:13:02.396Z,69f6f37778e1596ba7c95e2a,PLACEHOLDER_CASHIER_ID,9597f195fe9470313e8f380c,B20267181,1,99.55,79.64,9597f195fe9470313e8f380c,B20267181,1,99.55,79.64,0b1774a50351c54532cd7117,B20268107,1,618.66,494.93,b2dbc54852934d0377fe3034,B20266428,2,149.64,119.71,,,,,
REC-20250506-1089,3925.19,Cash,completed,2025-05-06T04:39:51.396Z,,PLACEHOLDER_CASHIER_ID,dfdd772e3807e40a2a79cf0f,B20269881,2,195.94,156.75,350054cac45e5ae7b69aec04,B20264799,1,118.76,95.01,ce391e69d2542d345996de91,B20261947,3,586.85,469.48,b0d1cd9d707b5af19cb60063,B20265386,2,445.51,356.41,a5aea1d2fcc913298e5c52c9,B20268734,2,381.49,305.19
REC-20250506-1090,687.13,Online,completed,2025-05-06T13:27:40.396Z,69f6f37778e1596ba7c95e1e,PLACEHOLDER_CASHIER_ID,b1231e732af7ca155691bbb3,B20269855,3,145.01,116.01,971ee2fe9dde8e7b4668ebf1,B20269590,1,252.1,201.68,,,,,,,,,,,,,,,
REC-20250506-1091,973.74,Cash,completed,2025-05-06T02:34:02.396Z,69f6f37778e1596ba7c95e1b,PLACEHOLDER_CASHIER_ID,3add7aa6255c2eab4709b169,B20264879,2,258.23,206.58,e90be466abd644a1c4b92fac,B20262972,2,228.64,182.91,,,,,,,,,,,,,,,
REC-20250506-1092,3148.55,Card,completed,2025-05-06T03:05:05.396Z,,PLACEHOLDER_CASHIER_ID,b0d1cd9d707b5af19cb60063,B20265386,2,445.51,356.41,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,8c56c3c61a39685b9ef06c10,B20267935,2,493.03,394.42,b1231e732af7ca155691bbb3,B20269855,2,145.01,116.01,3172d058628bf662d0641c2e,B20266879,1,393.63,314.9
REC-20250506-1093,1726.60,Online,completed,2025-05-06T08:18:39.396Z,69f6f37778e1596ba7c95e1f,PLACEHOLDER_CASHIER_ID,a5aea1d2fcc913298e5c52c9,B20268734,2,381.49,305.19,82b588bca468babb2768aeab,B20264605,2,481.81,385.45,,,,,,,,,,,,,,,
REC-20250506-1094,2277.01,Card,completed,2025-05-06T08:30:34.396Z,,PLACEHOLDER_CASHIER_ID,ce391e69d2542d345996de91,B20261947,3,586.85,469.48,3add7aa6255c2eab4709b169,B20264879,2,258.23,206.58,,,,,,,,,,,,,,,
REC-20250506-1095,2980.28,Online,completed,2025-05-06T06:07:13.396Z,69f6f37778e1596ba7c95e00,PLACEHOLDER_CASHIER_ID,8c56c3c61a39685b9ef06c10,B20267935,3,493.03,394.42,b1231e732af7ca155691bbb3,B20269855,1,145.01,116.01,b1231e732af7ca155691bbb3,B20269855,3,145.01,116.01,3add7aa6255c2eab4709b169,B20264879,3,258.23,206.58,f322a3a4c783019c5537b1ee,B20269549,1,146.46,117.17
REC-20250506-1096,1500.42,Online,completed,2025-05-06T09:08:41.396Z,,PLACEHOLDER_CASHIER_ID,aa1dc71dc32c959e4001e9cf,B20268895,3,500.14,400.11,,,,,,,,,,,,,,,,,,,,
REC-20250506-1097,2754.95,Card,completed,2025-05-06T03:15:43.396Z,69f6f37778e1596ba7c95e14,PLACEHOLDER_CASHIER_ID,9994fbff0b061fcd965261bc,B20266591,3,279.41,223.53,a5aea1d2fcc913298e5c52c9,B20268734,1,381.49,305.19,f322a3a4c783019c5537b1ee,B20269549,2,146.46,117.17,b1231e732af7ca155691bbb3,B20269855,1,145.01,116.01,3fdbbe053491e0287ba3453d,B20267019,2,548.65,438.92
REC-20250506-1098,1544.00,Card,completed,2025-05-06T05:24:38.396Z,69f6f37778e1596ba7c95dff,PLACEHOLDER_CASHIER_ID,7c073bfaf5706bbb95e4d430,B20264661,1,207.47,165.98,b0d1cd9d707b5af19cb60063,B20265386,3,445.51,356.41,,,,,,,,,,,,,,,
REC-20250506-1099,1570.40,Card,completed,2025-05-06T11:49:08.396Z,69f6f37778e1596ba7c95e16,PLACEHOLDER_CASHIER_ID,3add7aa6255c2eab4709b169,B20264879,2,258.23,206.58,199c0805ce11886585b4af5a,B20262768,2,184.63,147.7,efa172e8efce41614eff5f1c,B20267119,2,318.36,254.69,046b2a17349c4ed0e71ab47e,B20265976,1,47.96,38.37,,,,,
REC-20250506-1100,1375.56,Cash,completed,2025-05-06T09:08:45.396Z,69f6f37778e1596ba7c95e20,PLACEHOLDER_CASHIER_ID,23fff3753ae81ad1a904efa6,B20266129,2,216.64,173.31,3172d058628bf662d0641c2e,B20266879,1,393.63,314.9,3fdbbe053491e0287ba3453d,B20267019,1,548.65,438.92,,,,,,,,,,
REC-20250506-1101,2704.91,Cash,completed,2025-05-06T12:12:42.396Z,69f6f37778e1596ba7c95e30,PLACEHOLDER_CASHIER_ID,0b1774a50351c54532cd7117,B20268107,2,618.66,494.93,ce391e69d2542d345996de91,B20261947,1,586.85,469.48,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,f322a3a4c783019c5537b1ee,B20269549,2,146.46,117.17,,,,,
REC-20250506-1102,2663.52,Online,completed,2025-05-06T12:22:09.396Z,69f6f37778e1596ba7c95e1b,PLACEHOLDER_CASHIER_ID,b1231e732af7ca155691bbb3,B20269855,3,145.01,116.01,b0d1cd9d707b5af19cb60063,B20265386,3,445.51,356.41,bc5d8acde08251c8952b5bee,B20267418,1,612.55,490.04,9994fbff0b061fcd965261bc,B20266591,1,279.41,223.53,,,,,
REC-20250506-1103,636.72,Card,completed,2025-05-06T11:07:01.396Z,69f6f37778e1596ba7c95e06,PLACEHOLDER_CASHIER_ID,efa172e8efce41614eff5f1c,B20267119,2,318.36,254.69,,,,,,,,,,,,,,,,,,,,
REC-20250507-1104,1865.69,Card,completed,2025-05-07T14:34:27.396Z,69f6f37778e1596ba7c95e1e,PLACEHOLDER_CASHIER_ID,3172d058628bf662d0641c2e,B20266879,3,393.63,314.9,dfdd772e3807e40a2a79cf0f,B20269881,2,195.94,156.75,f322a3a4c783019c5537b1ee,B20269549,2,146.46,117.17,,,,,,,,,,
REC-20250507-1105,3849.11,Cash,completed,2025-05-07T08:26:36.396Z,69f6f37778e1596ba7c95e26,PLACEHOLDER_CASHIER_ID,ce391e69d2542d345996de91,B20261947,1,586.85,469.48,7c073bfaf5706bbb95e4d430,B20264661,3,207.47,165.98,446e6b817445b26abca1a1b6,B20266835,2,366.42,293.14,f322a3a4c783019c5537b1ee,B20269549,1,146.46,117.17,ce391e69d2542d345996de91,B20261947,3,586.85,469.48
REC-20250507-1106,2133.40,Card,completed,2025-05-07T11:17:19.396Z,,PLACEHOLDER_CASHIER_ID,b0d1cd9d707b5af19cb60063,B20265386,3,445.51,356.41,b1231e732af7ca155691bbb3,B20269855,1,145.01,116.01,3172d058628bf662d0641c2e,B20266879,1,393.63,314.9,3add7aa6255c2eab4709b169,B20264879,1,258.23,206.58,,,,,
REC-20250507-1107,1313.75,Cash,completed,2025-05-07T02:40:27.396Z,,PLACEHOLDER_CASHIER_ID,7c073bfaf5706bbb95e4d430,B20264661,1,207.47,165.98,78ca2a629b67bf68c56178a5,B20261111,3,161.29,129.03,7c073bfaf5706bbb95e4d430,B20264661,3,207.47,165.98,,,,,,,,,,
REC-20250507-1108,1267.72,Online,completed,2025-05-07T09:59:24.396Z,,PLACEHOLDER_CASHIER_ID,3add7aa6255c2eab4709b169,B20264879,3,258.23,206.58,8c56c3c61a39685b9ef06c10,B20267935,1,493.03,394.42,,,,,,,,,,,,,,,
REC-20250507-1109,974.25,Online,completed,2025-05-07T07:37:56.396Z,69f6f37778e1596ba7c95e06,PLACEHOLDER_CASHIER_ID,23fff3753ae81ad1a904efa6,B20266129,1,216.64,173.31,b1231e732af7ca155691bbb3,B20269855,3,145.01,116.01,78ca2a629b67bf68c56178a5,B20261111,2,161.29,129.03,,,,,,,,,,
REC-20250507-1110,481.81,Online,completed,2025-05-07T14:09:04.396Z,,PLACEHOLDER_CASHIER_ID,82b588bca468babb2768aeab,B20264605,1,481.81,385.45,,,,,,,,,,,,,,,,,,,,
REC-20250507-1111,2036.98,Online,completed,2025-05-07T06:50:35.396Z,69f6f37778e1596ba7c95e17,PLACEHOLDER_CASHIER_ID,3add7aa6255c2eab4709b169,B20264879,1,258.23,206.58,b0d1cd9d707b5af19cb60063,B20265386,1,445.51,356.41,0b1774a50351c54532cd7117,B20268107,2,618.66,494.93,046b2a17349c4ed0e71ab47e,B20265976,2,47.96,38.37,,,,,
REC-20250507-1112,3546.45,Online,completed,2025-05-07T11:51:51.396Z,69f6f37778e1596ba7c95e30,PLACEHOLDER_CASHIER_ID,1478f67ecf1083eb9064fe79,B20263108,1,136.09,108.87,85228637ddf9200979819e3c,B20268554,3,241.1,192.88,23fff3753ae81ad1a904efa6,B20266129,2,216.64,173.31,8c56c3c61a39685b9ef06c10,B20267935,3,493.03,394.42,3add7aa6255c2eab4709b169,B20264879,3,258.23,206.58
REC-20250507-1113,2091.64,Card,completed,2025-05-07T06:22:11.396Z,69f6f37778e1596ba7c95e19,PLACEHOLDER_CASHIER_ID,bc5d8acde08251c8952b5bee,B20267418,1,612.55,490.04,8c56c3c61a39685b9ef06c10,B20267935,3,493.03,394.42,,,,,,,,,,,,,,,
REC-20250507-1114,118.76,Card,completed,2025-05-07T09:17:12.396Z,,PLACEHOLDER_CASHIER_ID,350054cac45e5ae7b69aec04,B20264799,1,118.76,95.01,,,,,,,,,,,,,,,,,,,,
REC-20250507-1115,5045.18,Card,completed,2025-05-07T04:08:37.396Z,69f6f37778e1596ba7c95e26,PLACEHOLDER_CASHIER_ID,1e09581578adf6bdeb94eb77,B20267303,1,383.82,307.06,ce391e69d2542d345996de91,B20261947,3,586.85,469.48,971ee2fe9dde8e7b4668ebf1,B20269590,3,252.1,201.68,82b588bca468babb2768aeab,B20264605,2,481.81,385.45,3172d058628bf662d0641c2e,B20266879,3,393.63,314.9
REC-20250507-1116,767.64,Cash,completed,2025-05-07T07:52:23.396Z,,PLACEHOLDER_CASHIER_ID,1e09581578adf6bdeb94eb77,B20267303,2,383.82,307.06,,,,,,,,,,,,,,,,,,,,
REC-20250507-1117,481.81,Online,completed,2025-05-07T13:03:25.396Z,,PLACEHOLDER_CASHIER_ID,82b588bca468babb2768aeab,B20264605,1,481.81,385.45,,,,,,,,,,,,,,,,,,,,
REC-20250507-1118,787.26,Online,completed,2025-05-07T14:06:13.396Z,69f6f37778e1596ba7c95e28,PLACEHOLDER_CASHIER_ID,3172d058628bf662d0641c2e,B20266879,2,393.63,314.9,,,,,,,,,,,,,,,,,,,,
REC-20250507-1119,290.02,Card,completed,2025-05-07T09:07:22.396Z,,PLACEHOLDER_CASHIER_ID,b1231e732af7ca155691bbb3,B20269855,2,145.01,116.01,,,,,,,,,,,,,,,,,,,,
REC-20250507-1120,314.97,Card,completed,2025-05-07T06:56:32.396Z,,PLACEHOLDER_CASHIER_ID,e76120026776a5ce43c666b8,B20267762,1,314.97,251.98,,,,,,,,,,,,,,,,,,,,
REC-20250507-1121,993.17,Card,completed,2025-05-07T08:44:24.396Z,69f6f37778e1596ba7c95e1c,PLACEHOLDER_CASHIER_ID,8c56c3c61a39685b9ef06c10,B20267935,1,493.03,394.42,aa1dc71dc32c959e4001e9cf,B20268895,1,500.14,400.11,,,,,,,,,,,,,,,
REC-20250507-1122,2311.66,Card,completed,2025-05-07T08:24:09.396Z,69f6f37778e1596ba7c95e11,PLACEHOLDER_CASHIER_ID,6cc291406970c9cec14f1c23,B20262705,2,460.66,368.53,ce391e69d2542d345996de91,B20261947,2,586.85,469.48,23fff3753ae81ad1a904efa6,B20266129,1,216.64,173.31,,,,,,,,,,
REC-20250507-1123,3205.26,Card,completed,2025-05-07T10:19:49.396Z,69f6f37778e1596ba7c95e16,PLACEHOLDER_CASHIER_ID,ce391e69d2542d345996de91,B20261947,3,586.85,469.48,e76120026776a5ce43c666b8,B20267762,2,314.97,251.98,b0d1cd9d707b5af19cb60063,B20265386,1,445.51,356.41,199c0805ce11886585b4af5a,B20262768,2,184.63,147.7,,,,,
REC-20250507-1124,1173.70,Card,completed,2025-05-07T14:31:31.396Z,69f6f37778e1596ba7c95e1d,PLACEHOLDER_CASHIER_ID,ce391e69d2542d345996de91,B20261947,2,586.85,469.48,,,,,,,,,,,,,,,,,,,,
REC-20250507-1125,3609.68,Card,completed,2025-05-07T06:01:08.396Z,69f6f37778e1596ba7c95e07,PLACEHOLDER_CASHIER_ID,8c56c3c61a39685b9ef06c10,B20267935,2,493.03,394.42,1e09581578adf6bdeb94eb77,B20267303,2,383.82,307.06,0b1774a50351c54532cd7117,B20268107,3,618.66,494.93,,,,,,,,,,
REC-20250507-1126,891.02,Online,completed,2025-05-07T12:13:50.396Z,,PLACEHOLDER_CASHIER_ID,b0d1cd9d707b5af19cb60063,B20265386,2,445.51,356.41,,,,,,,,,,,,,,,,,,,,
REC-20250507-1127,3282.56,Card,completed,2025-05-07T05:40:00.396Z,69f6f37778e1596ba7c95e19,PLACEHOLDER_CASHIER_ID,b0d1cd9d707b5af19cb60063,B20265386,2,445.51,356.41,bc5d8acde08251c8952b5bee,B20267418,3,612.55,490.04,199c0805ce11886585b4af5a,B20262768,3,184.63,147.7,,,,,,,,,,
REC-20250507-1128,1714.78,Online,completed,2025-05-07T05:32:39.396Z,,PLACEHOLDER_CASHIER_ID,bc5d8acde08251c8952b5bee,B20267418,1,612.55,490.04,e76120026776a5ce43c666b8,B20267762,1,314.97,251.98,3172d058628bf662d0641c2e,B20266879,2,393.63,314.9,,,,,,,,,,
REC-20250507-1129,827.62,Card,completed,2025-05-07T13:25:53.396Z,,PLACEHOLDER_CASHIER_ID,046b2a17349c4ed0e71ab47e,B20265976,3,47.96,38.37,dfdd772e3807e40a2a79cf0f,B20269881,1,195.94,156.75,dfdd772e3807e40a2a79cf0f,B20269881,2,195.94,156.75,046b2a17349c4ed0e71ab47e,B20265976,2,47.96,38.37,,,,,
REC-20250507-1130,3407.09,Cash,completed,2025-05-07T09:25:02.396Z,69f6f37778e1596ba7c95e21,PLACEHOLDER_CASHIER_ID,0d9039ea6418a628e362dba3,B20263577,3,539.98,431.98,3add7aa6255c2eab4709b169,B20264879,3,258.23,206.58,a5aea1d2fcc913298e5c52c9,B20268734,1,381.49,305.19,b1231e732af7ca155691bbb3,B20269855,3,145.01,116.01,dfdd772e3807e40a2a79cf0f,B20269881,1,195.94,156.75
REC-20250508-1131,5315.51,Card,completed,2025-05-08T07:12:47.396Z,69f6f37778e1596ba7c95e08,PLACEHOLDER_CASHIER_ID,3add7aa6255c2eab4709b169,B20264879,1,258.23,206.58,6cc291406970c9cec14f1c23,B20262705,3,460.66,368.53,bc5d8acde08251c8952b5bee,B20267418,3,612.55,490.04,bc5d8acde08251c8952b5bee,B20267418,3,612.55,490.04,,,,,
REC-20250508-1132,4354.50,Cash,completed,2025-05-08T09:21:48.396Z,,PLACEHOLDER_CASHIER_ID,bc5d8acde08251c8952b5bee,B20267418,3,612.55,490.04,971ee2fe9dde8e7b4668ebf1,B20269590,3,252.1,201.68,ce391e69d2542d345996de91,B20261947,3,586.85,469.48,,,,,,,,,,
REC-20250508-1133,864.42,Card,completed,2025-05-08T14:55:58.396Z,,PLACEHOLDER_CASHIER_ID,1d7efaf59a4d4d5ec33baeac,B20269891,2,432.21,345.77,,,,,,,,,,,,,,,,,,,,
REC-20250508-1134,3196.13,Online,completed,2025-05-08T12:05:17.396Z,69f6f37778e1596ba7c95e0a,PLACEHOLDER_CASHIER_ID,aa1dc71dc32c959e4001e9cf,B20268895,2,500.14,400.11,78ca2a629b67bf68c56178a5,B20261111,1,161.29,129.03,3172d058628bf662d0641c2e,B20266879,2,393.63,314.9,350054cac45e5ae7b69aec04,B20264799,3,118.76,95.01,b0d1cd9d707b5af19cb60063,B20265386,2,445.51,356.41
REC-20250508-1135,2443.58,Card,completed,2025-05-08T05:29:48.396Z,,PLACEHOLDER_CASHIER_ID,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,8c56c3c61a39685b9ef06c10,B20267935,1,493.03,394.42,3172d058628bf662d0641c2e,B20266879,2,393.63,314.9,1478f67ecf1083eb9064fe79,B20263108,1,136.09,108.87,f322a3a4c783019c5537b1ee,B20269549,3,146.46,117.17
REC-20250508-1136,1778.37,Cash,completed,2025-05-08T13:48:00.396Z,69f6f37778e1596ba7c95e23,PLACEHOLDER_CASHIER_ID,b2dbc54852934d0377fe3034,B20266428,2,149.64,119.71,8c56c3c61a39685b9ef06c10,B20267935,3,493.03,394.42,,,,,,,,,,,,,,,
REC-20250508-1137,3226.39,Cash,completed,2025-05-08T14:46:57.396Z,69f6f37778e1596ba7c95e27,PLACEHOLDER_CASHIER_ID,9994fbff0b061fcd965261bc,B20266591,2,279.41,223.53,bc5d8acde08251c8952b5bee,B20267418,3,612.55,490.04,199c0805ce11886585b4af5a,B20262768,2,184.63,147.7,6cc291406970c9cec14f1c23,B20262705,1,460.66,368.53,,,,,
REC-20250508-1138,2761.01,Card,completed,2025-05-08T11:13:41.396Z,,PLACEHOLDER_CASHIER_ID,dfdd772e3807e40a2a79cf0f,B20269881,1,195.94,156.75,3172d058628bf662d0641c2e,B20266879,1,393.63,314.9,ce391e69d2542d345996de91,B20261947,3,586.85,469.48,e76120026776a5ce43c666b8,B20267762,1,314.97,251.98,046b2a17349c4ed0e71ab47e,B20265976,2,47.96,38.37
REC-20250508-1139,1660.12,Cash,completed,2025-05-08T10:31:27.396Z,,PLACEHOLDER_CASHIER_ID,a5aea1d2fcc913298e5c52c9,B20268734,2,381.49,305.19,85228637ddf9200979819e3c,B20268554,2,241.1,192.88,7c073bfaf5706bbb95e4d430,B20264661,2,207.47,165.98,,,,,,,,,,
REC-20250508-1140,2483.08,Cash,completed,2025-05-08T07:45:29.396Z,,PLACEHOLDER_CASHIER_ID,b0d1cd9d707b5af19cb60063,B20265386,3,445.51,356.41,aaca8fc703b594654250c947,B20263854,1,548.42,438.74,c67eef88155269b4b864dbfb,B20264182,1,137.47,109.98,6cc291406970c9cec14f1c23,B20262705,1,460.66,368.53,,,,,
REC-20250508-1141,5351.36,Card,completed,2025-05-08T06:38:55.396Z,,PLACEHOLDER_CASHIER_ID,b0d1cd9d707b5af19cb60063,B20265386,3,445.51,356.41,ce391e69d2542d345996de91,B20261947,1,586.85,469.48,8c56c3c61a39685b9ef06c10,B20267935,1,493.03,394.42,bc5d8acde08251c8952b5bee,B20267418,3,612.55,490.04,3fdbbe053491e0287ba3453d,B20267019,2,548.65,438.92
REC-20250508-1142,930.14,Cash,completed,2025-05-08T10:05:53.396Z,69f6f37778e1596ba7c95e18,PLACEHOLDER_CASHIER_ID,a5aea1d2fcc913298e5c52c9,B20268734,1,381.49,305.19,3fdbbe053491e0287ba3453d,B20267019,1,548.65,438.92,,,,,,,,,,,,,,,
REC-20250508-1143,2758.07,Cash,completed,2025-05-08T09:51:05.396Z,69f6f37778e1596ba7c95e08,PLACEHOLDER_CASHIER_ID,ce391e69d2542d345996de91,B20261947,3,586.85,469.48,f322a3a4c783019c5537b1ee,B20269549,3,146.46,117.17,f322a3a4c783019c5537b1ee,B20269549,3,146.46,117.17,350054cac45e5ae7b69aec04,B20264799,1,118.76,95.01,,,,,
REC-20250508-1144,977.12,Cash,completed,2025-05-08T09:43:41.396Z,69f6f37778e1596ba7c95e28,PLACEHOLDER_CASHIER_ID,3add7aa6255c2eab4709b169,B20264879,2,258.23,206.58,6cc291406970c9cec14f1c23,B20262705,1,460.66,368.53,,,,,,,,,,,,,,,
REC-20250508-1145,2177.52,Online,completed,2025-05-08T05:02:28.396Z,69f6f37778e1596ba7c95e03,PLACEHOLDER_CASHIER_ID,046b2a17349c4ed0e71ab47e,B20265976,1,47.96,38.37,8c56c3c61a39685b9ef06c10,B20267935,2,493.03,394.42,b1231e732af7ca155691bbb3,B20269855,3,145.01,116.01,bc5d8acde08251c8952b5bee,B20267418,1,612.55,490.04,046b2a17349c4ed0e71ab47e,B20265976,2,47.96,38.37
REC-20250508-1146,3898.29,Online,completed,2025-05-08T12:31:12.396Z,,PLACEHOLDER_CASHIER_ID,b0d1cd9d707b5af19cb60063,B20265386,2,445.51,356.41,971ee2fe9dde8e7b4668ebf1,B20269590,1,252.1,201.68,b1231e732af7ca155691bbb3,B20269855,2,145.01,116.01,8c56c3c61a39685b9ef06c10,B20267935,3,493.03,394.42,8c56c3c61a39685b9ef06c10,B20267935,2,493.03,394.42
REC-20250508-1147,1620.33,Online,completed,2025-05-08T06:23:39.396Z,,PLACEHOLDER_CASHIER_ID,aa1dc71dc32c959e4001e9cf,B20268895,2,500.14,400.11,350054cac45e5ae7b69aec04,B20264799,1,118.76,95.01,350054cac45e5ae7b69aec04,B20264799,3,118.76,95.01,b1231e732af7ca155691bbb3,B20269855,1,145.01,116.01,,,,,
REC-20250508-1148,1319.68,Card,completed,2025-05-08T05:18:08.396Z,69f6f37778e1596ba7c95e1c,PLACEHOLDER_CASHIER_ID,23fff3753ae81ad1a904efa6,B20266129,2,216.64,173.31,350054cac45e5ae7b69aec04,B20264799,1,118.76,95.01,1e09581578adf6bdeb94eb77,B20267303,2,383.82,307.06,,,,,,,,,,
REC-20250508-1149,1643.53,Card,completed,2025-05-08T14:29:58.396Z,,PLACEHOLDER_CASHIER_ID,b1231e732af7ca155691bbb3,B20269855,3,145.01,116.01,3bdb46aea63e0ab2cb8ac91d,B20265200,1,251.1,200.88,dfdd772e3807e40a2a79cf0f,B20269881,2,195.94,156.75,9597f195fe9470313e8f380c,B20267181,2,99.55,79.64,446e6b817445b26abca1a1b6,B20266835,1,366.42,293.14
REC-20250508-1150,4982.15,Card,completed,2025-05-08T08:18:39.396Z,,PLACEHOLDER_CASHIER_ID,ce391e69d2542d345996de91,B20261947,2,586.85,469.48,ee0beab30c8bb73e1a629812,B20268641,3,621.38,497.1,7c073bfaf5706bbb95e4d430,B20264661,3,207.47,165.98,b0d1cd9d707b5af19cb60063,B20265386,1,445.51,356.41,3be7e7f67fc0680975e18b04,B20264537,3,292.13,233.7
REC-20250508-1151,3478.45,Card,completed,2025-05-08T10:25:26.396Z,69f6f37778e1596ba7c95e24,PLACEHOLDER_CASHIER_ID,199c0805ce11886585b4af5a,B20262768,3,184.63,147.7,3172d058628bf662d0641c2e,B20266879,3,393.63,314.9,8c56c3c61a39685b9ef06c10,B20267935,2,493.03,394.42,78ca2a629b67bf68c56178a5,B20261111,2,161.29,129.03,b1231e732af7ca155691bbb3,B20269855,3,145.01,116.01
REC-20250508-1152,1994.44,Card,completed,2025-05-08T11:14:47.396Z,,PLACEHOLDER_CASHIER_ID,a5aea1d2fcc913298e5c52c9,B20268734,3,381.49,305.19,7c073bfaf5706bbb95e4d430,B20264661,2,207.47,165.98,b1231e732af7ca155691bbb3,B20269855,3,145.01,116.01,,,,,,,,,,
REC-20250508-1153,2004.34,Card,completed,2025-05-08T14:38:46.396Z,69f6f37778e1596ba7c95e16,PLACEHOLDER_CASHIER_ID,96e13ea6b828636e6578fcc5,B20262488,3,602.8,482.24,dfdd772e3807e40a2a79cf0f,B20269881,1,195.94,156.75,,,,,,,,,,,,,,,
REC-20250508-1154,2681.31,Card,completed,2025-05-08T04:31:07.396Z,69f6f37778e1596ba7c95e0f,PLACEHOLDER_CASHIER_ID,aa1dc71dc32c959e4001e9cf,B20268895,3,500.14,400.11,3172d058628bf662d0641c2e,B20266879,3,393.63,314.9,,,,,,,,,,,,,,,
REC-20250508-1155,586.85,Card,completed,2025-05-08T05:28:53.396Z,69f6f37778e1596ba7c95e0f,PLACEHOLDER_CASHIER_ID,ce391e69d2542d345996de91,B20261947,1,586.85,469.48,,,,,,,,,,,,,,,,,,,,
REC-20250508-1156,5114.11,Cash,completed,2025-05-08T13:35:55.396Z,69f6f37778e1596ba7c95e26,PLACEHOLDER_CASHIER_ID,0b1774a50351c54532cd7117,B20268107,3,618.66,494.93,1e09581578adf6bdeb94eb77,B20267303,1,383.82,307.06,b0d1cd9d707b5af19cb60063,B20265386,2,445.51,356.41,8c56c3c61a39685b9ef06c10,B20267935,3,493.03,394.42,971ee2fe9dde8e7b4668ebf1,B20269590,2,252.1,201.68
